Serial number:,2045101,,,
Channel:,CH1,,,
Start date:,2024/4/4,Start time:,22:55:11,
Sample:,1s,,,
Reading #,Reading,,,
NO.,Voltage,Current,Power,Status
1,5.059,0.357,1.806,CV
2,5.059,0.346,1.75,CV
3,5.059,0.347,1.755,CV
4,5.059,0.412,2.084,CV
5,5.059,0.408,2.064,CV
6,5.059,0.412,2.084,CV
7,5.059,0.41,2.074,CV
8,5.059,0.41,2.074,CV
9,5.059,0.379,1.917,CV
10,5.059,0.409,2.069,CV
11,5.059,0.41,2.074,CV
12,5.059,0.409,2.069,CV
13,5.059,0.41,2.074,CV
14,5.059,0.41,2.074,CV
15,5.059,0.41,2.074,CV
16,5.059,0.477,2.413,CV
17,5.059,0.41,2.074,CV
18,5.059,0.409,2.069,CV
19,5.059,0.459,2.322,CV
20,5.059,0.348,1.761,CV
21,5.059,0.657,3.324,CV
22,5.059,0.487,2.464,CV
23,5.059,0.511,2.585,CV
24,5.059,0.519,2.626,CV
25,5.059,0.464,2.347,CV
26,5.059,0.764,3.865,CV
27,5.059,0.66,3.339,CV
28,5.059,0.757,3.83,CV
29,5.059,0.767,3.88,CV
30,5.059,0.686,3.47,CV
31,5.059,0.664,3.359,CV
32,5.059,0.775,3.921,CV
33,5.059,0.773,3.911,CV
34,5.059,0.714,3.612,CV
35,5.059,0.773,3.911,CV
36,5.059,0.771,3.9,CV
37,5.059,0.631,3.192,CV
38,5.059,0.615,3.111,CV
39,5.059,0.767,3.88,CV
40,5.059,0.761,3.85,CV
41,5.059,0.758,3.835,CV
42,5.059,0.775,3.921,CV
43,5.059,0.75,3.794,CV
44,5.059,0.764,3.865,CV
45,5.059,0.731,3.698,CV
46,5.059,0.753,3.809,CV
47,5.059,0.748,3.784,CV
48,5.059,0.721,3.648,CV
49,5.059,0.748,3.784,CV
50,5.059,0.728,3.683,CV
51,5.059,0.664,3.359,CV
52,5.059,0.682,3.45,CV
53,5.059,0.647,3.273,CV
54,5.059,0.797,4.032,CV
55,5.059,0.738,3.734,CV
56,5.059,0.712,3.602,CV
57,5.059,0.753,3.809,CV
58,5.06,0.623,3.152,CV
59,5.059,0.735,3.718,CV
60,5.06,0.772,3.906,CV
61,5.059,0.657,3.324,CV
62,5.059,0.781,3.951,CV
63,5.059,0.755,3.82,CV
64,5.059,0.628,3.177,CV
65,5.059,0.775,3.921,CV
66,5.059,0.753,3.809,CV
67,5.059,0.726,3.673,CV
68,5.059,0.685,3.465,CV
69,5.059,0.744,3.764,CV
70,5.059,0.767,3.88,CV
71,5.059,0.673,3.405,CV
72,5.059,0.624,3.157,CV
