Serial number:,2045101,,,
Channel:,CH1,,,
Start date:,2024/4/4,Start time:,22:59:45,
Sample:,1s,,,
Reading #,Reading,,,
NO.,Voltage,Current,Power,Status
1,5.059,0.411,2.079,CV
2,5.059,0.427,2.16,CV
3,5.059,0.415,2.099,CV
4,5.059,0.416,2.105,CV
5,5.059,0.415,2.099,CV
6,5.059,0.35,1.771,CV
7,5.059,0.411,2.079,CV
8,5.059,0.413,2.089,CV
9,5.059,0.424,2.145,CV
10,5.059,0.411,2.079,CV
11,5.059,0.413,2.089,CV
12,5.059,0.414,2.094,CV
13,5.059,0.415,2.099,CV
14,5.059,0.411,2.079,CV
15,5.059,0.413,2.089,CV
16,5.059,0.412,2.084,CV
17,5.059,0.418,2.115,CV
18,5.059,0.351,1.776,CV
19,5.059,0.415,2.099,CV
20,5.059,0.414,2.094,CV
21,5.059,0.48,2.428,CV
22,5.059,0.411,2.079,CV
23,5.059,0.411,2.079,CV
24,5.059,0.463,2.342,CV
25,5.059,0.411,2.079,CV
26,5.059,0.426,2.155,CV
27,5.059,0.412,2.084,CV
28,5.059,0.412,2.084,CV
29,5.059,0.412,2.084,CV
30,5.059,0.4,2.024,CV
31,5.059,0.349,1.766,CV
32,5.059,0.395,1.998,CV
33,5.059,0.41,2.074,CV
34,5.059,0.41,2.074,CV
35,5.059,0.472,2.388,CV
36,5.059,0.412,2.084,CV
37,5.059,0.412,2.084,CV
38,5.059,0.388,1.963,CV
39,5.059,0.411,2.079,CV
40,5.059,0.411,2.079,CV
41,5.059,0.41,2.074,CV
42,5.059,0.466,2.357,CV
43,5.059,0.411,2.079,CV
44,5.059,0.412,2.084,CV
45,5.059,0.476,2.408,CV
46,5.059,0.41,2.074,CV
47,5.059,0.41,2.074,CV
48,5.059,0.411,2.079,CV
49,5.059,0.349,1.766,CV
50,5.059,0.348,1.761,CV
51,5.059,0.521,2.636,CV
52,5.059,0.52,2.631,CV
53,5.059,0.546,2.762,CV
54,5.059,0.763,3.86,CV
55,5.059,0.756,3.825,CV
56,5.059,0.758,3.835,CV
57,5.059,0.758,3.835,CV
58,5.059,0.762,3.855,CV
59,5.059,0.795,4.022,CV
60,5.059,0.749,3.789,CV
61,5.059,0.749,3.789,CV
62,5.059,0.762,3.855,CV
63,5.059,0.755,3.82,CV
64,5.059,0.752,3.804,CV
65,5.059,0.756,3.825,CV
66,5.059,0.662,3.349,CV
67,5.059,0.673,3.405,CV
68,5.059,0.734,3.713,CV
69,5.059,0.701,3.546,CV
70,5.059,0.771,3.9,CV
71,5.059,0.773,3.911,CV
72,5.059,0.713,3.607,CV
