Serial number:,2045101,,,
Channel:,CH1,,,
Start date:,2024/4/4,Start time:,22:20:17,
Sample:,1s,,,
Reading #,Reading,,,
NO.,Voltage,Current,Power,Status
1,5.06,0.431,2.181,CV
2,5.06,0.356,1.801,CV
3,5.06,0.444,2.247,CV
4,5.06,0.441,2.231,CV
5,5.06,0.393,1.989,CV
6,5.059,0.417,2.11,CV
7,5.059,0.42,2.125,CV
8,5.059,0.42,2.125,CV
9,5.06,0.419,2.12,CV
10,5.06,0.42,2.125,CV
11,5.059,0.42,2.125,CV
12,5.06,0.357,1.806,CV
13,5.06,0.356,1.801,CV
14,5.06,0.356,1.801,CV
15,5.06,0.362,1.832,CV
16,5.06,0.357,1.806,CV
17,5.059,0.356,1.801,CV
18,5.06,0.368,1.862,CV
19,5.06,0.427,2.161,CV
20,5.06,0.356,1.801,CV
21,5.06,0.422,2.135,CV
22,5.06,0.455,2.302,CV
23,5.06,0.433,2.191,CV
24,5.06,0.43,2.176,CV
25,5.06,0.42,2.125,CV
26,5.059,0.42,2.125,CV
27,5.06,0.402,2.034,CV
28,5.06,0.42,2.125,CV
29,5.06,0.617,3.122,CV
30,5.06,0.527,2.667,CV
31,5.06,0.532,2.692,CV
32,5.06,0.751,3.8,CV
33,5.06,0.735,3.719,CV
34,5.06,0.656,3.319,CV
35,5.059,0.785,3.971,CV
36,5.06,0.691,3.496,CV
37,5.06,0.787,3.982,CV
38,5.06,0.676,3.421,CV
39,5.06,0.782,3.957,CV
40,5.06,0.786,3.977,CV
41,5.06,0.624,3.157,CV
42,5.06,0.764,3.866,CV
43,5.06,0.619,3.132,CV
44,5.059,0.778,3.936,CV
45,5.059,0.794,4.017,CV
46,5.06,0.638,3.228,CV
47,5.06,0.734,3.714,CV
48,5.06,0.771,3.901,CV
49,5.06,0.644,3.259,CV
50,5.06,0.743,3.76,CV
51,5.06,0.687,3.476,CV
52,5.06,0.652,3.299,CV
53,5.059,0.788,3.986,CV
54,5.06,0.767,3.881,CV
55,5.06,0.777,3.932,CV
56,5.06,0.795,4.023,CV
57,5.06,0.677,3.426,CV
58,5.06,0.793,4.013,CV
59,5.06,0.681,3.446,CV
60,5.06,0.678,3.431,CV
61,5.06,0.676,3.421,CV
62,5.06,0.749,3.79,CV
63,5.06,0.737,3.729,CV
64,5.06,0.71,3.593,CV
65,5.06,0.78,3.947,CV
66,5.06,0.727,3.679,CV
67,5.06,0.777,3.932,CV
68,5.06,0.637,3.223,CV
69,5.06,0.798,4.038,CV
70,5.06,0.666,3.37,CV
71,5.06,0.791,4.002,CV
72,5.06,0.724,3.663,CV
