Serial number:,2045101,,,
Channel:,CH1,,,
Start date:,2024/4/4,Start time:,23:08:15,
Sample:,1s,,,
Reading #,Reading,,,
NO.,Voltage,Current,Power,Status
1,5.059,0.405,2.049,CV
2,5.059,0.351,1.776,CV
3,5.059,0.35,1.771,CV
4,5.059,0.415,2.099,CV
5,5.059,0.413,2.089,CV
6,5.059,0.413,2.089,CV
7,5.059,0.413,2.089,CV
8,5.059,0.434,2.196,CV
9,5.059,0.352,1.781,CV
10,5.059,0.418,2.115,CV
11,5.059,0.412,2.084,CV
12,5.059,0.413,2.089,CV
13,5.059,0.413,2.089,CV
14,5.059,0.412,2.084,CV
15,5.059,0.358,1.811,CV
16,5.059,0.423,2.14,CV
17,5.059,0.412,2.084,CV
18,5.059,0.411,2.079,CV
19,5.059,0.412,2.084,CV
20,5.059,0.413,2.089,CV
21,5.059,0.411,2.079,CV
22,5.059,0.403,2.039,CV
23,5.059,0.412,2.084,CV
24,5.059,0.414,2.094,CV
25,5.059,0.413,2.089,CV
26,5.06,0.412,2.085,CV
27,5.06,0.413,2.09,CV
28,5.059,0.4,2.024,CV
29,5.059,0.405,2.049,CV
30,5.059,0.352,1.781,CV
31,5.059,0.35,1.771,CV
32,5.059,0.35,1.771,CV
33,5.059,0.412,2.084,CV
34,5.059,0.35,1.771,CV
35,5.059,0.35,1.771,CV
36,5.059,0.401,2.029,CV
37,5.059,0.355,1.796,CV
38,5.059,0.349,1.766,CV
39,5.059,0.405,2.049,CV
40,5.059,0.593,3,CV
41,5.059,0.518,2.621,CV
42,5.059,0.715,3.617,CV
43,5.059,0.677,3.425,CV
44,5.059,0.742,3.754,CV
45,5.059,0.765,3.87,CV
46,5.059,0.677,3.425,CV
47,5.059,0.731,3.698,CV
48,5.059,0.608,3.076,CV
49,5.059,0.767,3.88,CV
50,5.059,0.716,3.622,CV
51,5.059,0.714,3.612,CV
52,5.059,0.769,3.89,CV
53,5.059,0.635,3.212,CV
54,5.059,0.674,3.41,CV
55,5.059,0.759,3.84,CV
56,5.059,0.765,3.87,CV
57,5.059,0.742,3.754,CV
58,5.059,0.607,3.071,CV
59,5.059,0.761,3.85,CV
60,5.059,0.609,3.081,CV
61,5.059,0.72,3.642,CV
62,5.059,0.627,3.172,CV
63,5.059,0.78,3.946,CV
64,5.059,0.734,3.713,CV
65,5.059,0.717,3.627,CV
66,5.059,0.747,3.779,CV
67,5.059,0.646,3.268,CV
68,5.059,0.694,3.511,CV
69,5.059,0.798,4.037,CV
70,5.059,0.729,3.688,CV
71,5.059,0.575,2.909,CV
72,5.059,0.62,3.137,CV
